name, type, manufacturer, barcode, price
Ipad Pro,Home Appliances,KOKUYO,1081115374,689.9145841598511
Macbook Pro,Food,KOKUYO,1249407392,542.5472855567932
XPS 13,Home Supplies,KOKUYO,1606795931,272.2434401512146
Noise Cancelling Series 2,Food,KOKUYO,1901247181,599.9640226364136
Inspiron,Home Supplies,KOKUYO,1936014276,808.8072538375854
Macbook Air,Home Appliances,KOKUYO,1836914098,770.0324058532715
Chips,Food,KOKUYO,1878884612,951.6099691390991
Milk,Home Appliances,KOKUYO,1385792351,694.1043734550476
Yoghurt,Home Supplies,KOKUYO,1680261777,401.8162488937378
Cheese,Office Supplies,KOKUYO,1018061895,226.30244493484497
Chicken Breast,Personal Gadget,KOKUYO,1229056341,89.64639902114868
Frozen Pizza,Office Supplies,KOKUYO,1487699537,836.9396328926086
Bagels,Home Supplies,KOKUYO,1583471110,442.51275062561035
Bread,Food,KOKUYO,1500186875,396.46726846694946
Cookies,Home Appliances,KOKUYO,1184710681,728.5173535346985
Sparkling Water,Home Supplies,KOKUYO,1253881242,517.0600414276123
Energy Drink,Home Supplies,KOKUYO,1225285369,973.3461141586304
Soda,Food,KOKUYO,1569944457,214.3566608428955
Root Beer,Food,KOKUYO,1868382385,58.93433094024658
Juice,Office Supplies,KOKUYO,1209792848,708.2878947257996
Toilet Paper,Home Appliances,KOKUYO,1054758355,959.7400426864624
Tooth Brush,Home Appliances,KOKUYO,1530640280,167.35684871673584
Mouthwash,Food,KOKUYO,1671697043,247.86490201950073
Toothpaste,Office Supplies,KOKUYO,1138896329,651.3166427612305
Soap,Home Supplies,KOKUYO,1848875767,795.5541014671326
Shampoo,Home Appliances,KOKUYO,1348614803,287.17750310897827
Shower Gel,Home Supplies,KOKUYO,1058218774,269.8546051979065
Dish Soap,Home Appliances,KOKUYO,1359157231,265.25282859802246
Towels,Home Supplies,KOKUYO,1764338979,499.61167573928833
Cutlery,Home Supplies,KOKUYO,1344650129,836.0275030136108
Sanitizer,Food,KOKUYO,1349956608,2.8581619262695312
Laundry Detergent,Office Supplies,KOKUYO,1450218519,473.6369848251343
Fabric Softener,Home Supplies,KOKUYO,1443335446,999.4453191757202
Dishwasher,Food,KOKUYO,1759530860,424.43615198135376
Refrigerator,Office Supplies,KOKUYO,1134523253,659.0426564216614
TV,Home Appliances,KOKUYO,1018684143,234.40343141555786
Sound System,Home Supplies,KOKUYO,1681871070,411.1020565032959
Microwave,Office Supplies,KOKUYO,1547305159,629.963755607605
Oven,Home Supplies,KOKUYO,1493415783,86.85088157653809
Electric Kettle,Food,KOKUYO,1753984371,474.3703007698059
Coffee Maker,Food,KOKUYO,1498341515,892.7981853485107
Heater,Food,KOKUYO,1805456254,925.3050088882446
Humidifier,Home Supplies,KOKUYO,1596615205,602.6779413223267
Gaming Console,Home Appliances,KOKUYO,1723583803,446.2350606918335
Pen,Office Supplies,KOKUYO,1050371259,475.40879249572754
Pencil,Home Appliances,KOKUYO,1838108732,869.7934150695801
Notepad,Home Supplies,KOKUYO,1334677796,788.8392210006714
Sticky Notes,Office Supplies,KOKUYO,1583832145,249.68290328979492
Calendar,Personal Gadget,KOKUYO,1739550014,254.2211413383484
Planner,Home Appliances,KOKUYO,1966557678,70.07616758346558
Highlighter,Home Supplies,KOKUYO,1566717804,129.07445430755615
Sharpener,Office Supplies,KOKUYO,1141546767,388.0990743637085
Notebook,Home Supplies,KOKUYO,1016548795,464.077889919281
Journal,Home Supplies,KOKUYO,1850823495,373.73417615890503
Diary,Personal Gadget,KOKUYO,1251158010,443.655788898468
Printer,Food,KOKUYO,1491455293,268.50754022598267
Trashcan,Home Appliances,KOKUYO,1853198461,253.9798617362976
Chair,Food,KOKUYO,1266598405,123.88116121292114
Tape,Home Appliances,KOKUYO,1195850505,833.2359790802002
Eraser,Home Supplies,KOKUYO,1775915547,494.74287033081055
Iphone X,Personal Gadget,Canson,1583465836,427.4151921272278
Ipad Pro,Home Supplies,Canson,1993865487,73.28283786773682
Macbook Pro,Food,Canson,1415147443,243.89445781707764
XPS 13,Home Supplies,Canson,1465868953,652.4937748908997
Noise Cancelling Series 2,Home Supplies,Canson,1831863457,21.12513780593872
Inspiron,Office Supplies,Canson,1716634474,733.2950830459595
Macbook Air,Personal Gadget,Canson,1113727593,825.4084587097168
Chips,Office Supplies,Canson,1945772914,39.74044322967529
Milk,Food,Canson,1545681204,357.7139973640442
Yoghurt,Food,Canson,1607653587,515.9287452697754
Cheese,Personal Gadget,Canson,1130460732,970.5976247787476
Chicken Breast,Office Supplies,Canson,1100296475,457.23962783813477
Frozen Pizza,Home Appliances,Canson,1726529180,126.45381689071655
Bagels,Office Supplies,Canson,1577619202,16.604483127593994
Bread,Office Supplies,Canson,1270319680,295.65978050231934
Cookies,Personal Gadget,Canson,1546852882,741.0957217216492
Sparkling Water,Food,Canson,1317032808,121.83183431625366
Energy Drink,Office Supplies,Canson,1005321041,180.67187070846558
Soda,Personal Gadget,Canson,1328324807,849.736750125885
Root Beer,Office Supplies,Canson,1135581481,193.08680295944214
Juice,Personal Gadget,Canson,1840123090,500.83303451538086
Toilet Paper,Personal Gadget,Canson,1133322995,898.5212445259094
Tooth Brush,Food,Canson,1766733753,526.5189409255981
Mouthwash,Home Appliances,Canson,1347180665,444.299578666687
Toothpaste,Home Appliances,Canson,1811215770,807.645320892334
Soap,Food,Canson,1213194897,782.127857208252
Shampoo,Personal Gadget,Canson,1945164661,991.5177226066589
Shower Gel,Office Supplies,Canson,1259032349,573.7592577934265
Dish Soap,Home Appliances,Canson,1647675477,558.4200024604797
Towels,Home Appliances,Canson,1914974108,490.12356996536255
Cutlery,Home Appliances,Canson,1523068515,435.70536375045776
Sanitizer,Office Supplies,Canson,1821347972,496.12122774124146
Laundry Detergent,Food,Canson,1785312137,878.9170384407043
Fabric Softener,Home Supplies,Canson,1477449730,989.0002608299255
Dishwasher,Home Appliances,Canson,1154942188,119.54200267791748
Refrigerator,Personal Gadget,Canson,1287604745,731.1283946037292
TV,Personal Gadget,Canson,1978258367,544.3075299263
Sound System,Home Supplies,Canson,1569026953,564.8055672645569
Microwave,Home Supplies,Canson,1880900899,980.9798002243042
Oven,Home Supplies,Canson,1777329722,672.4161505699158
Electric Kettle,Home Supplies,Canson,1306428447,783.1032276153564
Coffee Maker,Personal Gadget,Canson,1853342099,232.70219564437866
Heater,Home Supplies,Canson,1678704598,546.8551516532898
Humidifier,Home Supplies,Canson,1114329135,384.3839168548584
Gaming Console,Home Supplies,Canson,1243860766,376.1272430419922
Pen,Personal Gadget,Canson,1809464127,431.0157299041748
Pencil,Home Supplies,Canson,1488060360,9.14841890335083
Notepad,Personal Gadget,Canson,1279748524,773.2313871383667
Sticky Notes,Personal Gadget,Canson,1251597521,906.6352248191833
Calendar,Home Supplies,Canson,1443431598,531.907856464386
Planner,Office Supplies,Canson,1643998470,605.9138774871826
Highlighter,Food,Canson,1046888944,701.8935680389404
Sharpener,Personal Gadget,Canson,1750356220,499.142050743103
Notebook,Food,Canson,1146038255,752.5666952133179
Journal,Food,Canson,1063346949,381.25014305114746
Diary,Food,Canson,1623493264,248.4891414642334
Printer,Food,Canson,1001100666,22.204995155334473
Trashcan,Home Appliances,Canson,1101195171,508.8152885437012
Chair,Home Supplies,Canson,1716805876,989.5025491714478
Tape,Home Appliances,Canson,1417255851,844.0311551094055
Eraser,Personal Gadget,Canson,1375718585,524.3577361106873
Iphone X,Personal Gadget,Bic,1329860157,117.29693412780762
Ipad Pro,Home Supplies,Bic,1888849307,455.96039295196533
Macbook Pro,Personal Gadget,Bic,1361597770,467.53042936325073
XPS 13,Home Supplies,Bic,1735366520,622.5866675376892
Noise Cancelling Series 2,Home Supplies,Bic,1666440669,22.902488708496094
Inspiron,Office Supplies,Bic,1478658700,709.6306681632996
Macbook Air,Home Appliances,Bic,1591288673,425.2561926841736
Chips,Home Appliances,Bic,1150642940,669.1864132881165
Milk,Office Supplies,Bic,1707739340,404.8658013343811
Yoghurt,Personal Gadget,Bic,1127519404,263.24063539505005
Cheese,Personal Gadget,Bic,1641286173,495.8001375198364
Chicken Breast,Office Supplies,Bic,1995602717,785.5244278907776
Frozen Pizza,Food,Bic,1048925946,97.95665740966797
Bagels,Home Supplies,Bic,1271587278,631.4429640769958
Bread,Food,Bic,1757201559,383.7242126464844
Cookies,Personal Gadget,Bic,1526727342,270.1927423477173
Sparkling Water,Food,Bic,1926683371,254.4630765914917
Energy Drink,Office Supplies,Bic,1313659451,950.2658843994141
Soda,Food,Bic,1352090828,491.95367097854614
Root Beer,Personal Gadget,Bic,1418316935,464.2189145088196
Juice,Food,Bic,1726589732,68.15916299819946
Toilet Paper,Personal Gadget,Bic,1983560051,789.172351360321
Tooth Brush,Home Appliances,Bic,1121808299,996.7108964920044
Mouthwash,Home Supplies,Bic,1367371902,887.4529600143433
Toothpaste,Personal Gadget,Bic,1679961883,183.2142472267151
Soap,Office Supplies,Bic,1613977885,331.6617012023926
Shampoo,Home Supplies,Bic,1839949431,88.66816759109497
Shower Gel,Home Supplies,Bic,1803883108,347.9433059692383
Dish Soap,Home Supplies,Bic,1474800742,119.00663375854492
Towels,Office Supplies,Bic,1497069906,941.1681890487671
Cutlery,Food,Bic,1393448729,30.12979030609131
Sanitizer,Home Supplies,Bic,1946551478,770.0600624084473
Laundry Detergent,Office Supplies,Bic,1436142091,156.0627818107605
Fabric Softener,Home Appliances,Bic,1706870508,626.0809302330017
Dishwasher,Office Supplies,Bic,1191187218,370.4376816749573
Refrigerator,Personal Gadget,Bic,1929309468,687.3190402984619
TV,Office Supplies,Bic,1393030936,648.8500833511353
Sound System,Personal Gadget,Bic,1773523914,71.02984189987183
Microwave,Food,Bic,1680503450,260.4260444641113
Oven,Home Appliances,Bic,1490617946,702.3044228553772
Electric Kettle,Home Supplies,Bic,1342501580,657.9111218452454
Coffee Maker,Food,Bic,1377582728,711.1525535583496
Heater,Food,Bic,1340290821,311.63525581359863
Humidifier,Home Supplies,Bic,1765364377,728.7847995758057
Gaming Console,Food,Bic,1545359412,126.83236598968506
Pen,Food,Bic,1796092547,791.8781638145447
Pencil,Personal Gadget,Bic,1184403187,857.1264147758484
Notepad,Home Appliances,Bic,1048288768,500.0622272491455
Sticky Notes,Home Supplies,Bic,1744224766,568.8006281852722
Calendar,Home Appliances,Bic,1176909696,478.8329601287842
Planner,Home Appliances,Bic,1505379715,788.1217002868652
Highlighter,Home Appliances,Bic,1008216477,652.7873873710632
Sharpener,Food,Bic,1781213049,373.0064630508423
Notebook,Office Supplies,Bic,1843674430,860.7947826385498
Journal,Home Appliances,Bic,1316039035,364.3277883529663
Diary,Office Supplies,Bic,1723977642,676.922857761383
Printer,Home Supplies,Bic,1010789412,392.91292428970337
Trashcan,Food,Bic,1741090021,123.19159507751465
Chair,Home Supplies,Bic,1705281819,525.6834626197815
Tape,Home Appliances,Bic,1085745095,160.22777557373047
Eraser,Home Appliances,Bic,1552750430,436.414897441864
Iphone X,Home Appliances,Durian,1818633282,260.46162843704224
Ipad Pro,Home Appliances,Durian,1114479886,269.4042921066284
Macbook Pro,Food,Durian,1559623850,49.58599805831909
XPS 13,Home Supplies,Durian,1610949245,642.1726942062378
Noise Cancelling Series 2,Home Appliances,Durian,1620549787,442.6617622375488
Inspiron,Home Appliances,Durian,1362119269,598.5802412033081
Macbook Air,Home Supplies,Durian,1048677307,101.6925573348999
Chips,Food,Durian,1795294709,496.9114065170288
Milk,Food,Durian,1600962973,555.0310611724854
Yoghurt,Food,Durian,1096903192,397.21566438674927
Cheese,Personal Gadget,Durian,1600176135,302.0601272583008
Chicken Breast,Home Supplies,Durian,1627719009,425.23425817489624
Frozen Pizza,Personal Gadget,Durian,1715152833,488.78800868988037
Bagels,Office Supplies,Durian,1243310756,341.4834141731262
Bread,Office Supplies,Durian,1006708073,794.002115726471
Cookies,Food,Durian,1187222460,466.5076732635498
Sparkling Water,Home Appliances,Durian,1651537100,477.25826501846313
Energy Drink,Food,Durian,1918645308,618.0965900421143
Soda,Home Appliances,Durian,1927888006,778.193473815918
Root Beer,Home Supplies,Durian,1154768280,542.6324605941772
Juice,Home Appliances,Durian,1663613541,143.5016393661499
Toilet Paper,Food,Durian,1246896489,788.0871891975403
Tooth Brush,Office Supplies,Durian,1019759424,918.6073541641235
Mouthwash,Home Supplies,Durian,1355713990,216.0237431526184
Toothpaste,Personal Gadget,Durian,1337099209,953.9272785186768
Soap,Food,Durian,1472277823,607.9095005989075
Shampoo,Office Supplies,Durian,1700579951,22.069036960601807
Shower Gel,Office Supplies,Durian,1265630194,638.8794183731079
Dish Soap,Home Appliances,Durian,1784728665,456.95483684539795
Towels,Office Supplies,Durian,1784092296,999.6733665466309
Cutlery,Home Appliances,Durian,1604534986,146.36558294296265
Sanitizer,Food,Durian,1844771961,602.8262376785278
Laundry Detergent,Personal Gadget,Durian,1699650071,26.60161256790161
Fabric Softener,Home Supplies,Durian,1304615880,648.4415531158447
Dishwasher,Food,Durian,1479025368,835.7940316200256
Refrigerator,Office Supplies,Durian,1497131317,212.28843927383423
TV,Personal Gadget,Durian,1418084143,827.9452919960022
Sound System,Home Supplies,Durian,1762979003,896.9107270240784
Microwave,Office Supplies,Durian,1266526294,883.2266926765442
Oven,Office Supplies,Durian,1911914238,725.4334092140198
Electric Kettle,Personal Gadget,Durian,1642888164,374.73076581954956
Coffee Maker,Food,Durian,1480565034,706.4270377159119
Heater,Food,Durian,1378616290,874.2163181304932
Humidifier,Food,Durian,1038449016,533.3058834075928
Gaming Console,Personal Gadget,Durian,1761893205,358.9627742767334
Pen,Office Supplies,Durian,1427233105,458.17065238952637
Pencil,Food,Durian,1717626958,781.361997127533
Notepad,Home Supplies,Durian,1469947228,80.76930046081543
Sticky Notes,Home Appliances,Durian,1758359571,398.1438875198364
Calendar,Home Supplies,Durian,1272712647,279.4763445854187
Planner,Office Supplies,Durian,1830465065,46.097755432128906
Highlighter,Home Appliances,Durian,1067202503,772.1329927444458
Sharpener,Food,Durian,1555622193,967.8881168365479
Notebook,Food,Durian,1553805432,397.6399898529053
Journal,Personal Gadget,Durian,1689511018,910.2656245231628
Diary,Food,Durian,1740226216,549.8482584953308
Printer,Home Appliances,Durian,1263973689,65.96237421035767
Trashcan,Home Supplies,Durian,1305570132,747.1933364868164
Chair,Home Supplies,Durian,1987098417,241.27662181854248
Tape,Food,Durian,1923983794,886.418342590332
Eraser,Food,Durian,1205060202,88.37610483169556
Iphone X,Personal Gadget,Wipro,1763453683,686.5130066871643
Ipad Pro,Home Appliances,Wipro,1502931669,732.3605418205261
Macbook Pro,Office Supplies,Wipro,1433808555,387.67069578170776
XPS 13,Office Supplies,Wipro,1777540819,988.961398601532
Noise Cancelling Series 2,Office Supplies,Wipro,1033372397,215.76166152954102
Inspiron,Office Supplies,Wipro,1057899912,153.35005521774292
Macbook Air,Personal Gadget,Wipro,1066734931,69.80222463607788
Chips,Food,Wipro,1197488736,40.95458984375
Milk,Home Supplies,Wipro,1948035275,530.5424928665161
Yoghurt,Home Supplies,Wipro,1803096667,277.6399850845337
Cheese,Home Appliances,Wipro,1526906364,643.1115865707397
Chicken Breast,Personal Gadget,Wipro,1897988085,422.4131107330322
Frozen Pizza,Food,Wipro,1680340654,94.28137540817261
Bagels,Office Supplies,Wipro,1109457354,217.40764379501343
Bread,Food,Wipro,1996377555,812.0945692062378
Cookies,Office Supplies,Wipro,1904607830,406.8688750267029
Sparkling Water,Home Supplies,Wipro,1068466655,667.2325134277344
Energy Drink,Food,Wipro,1121276635,161.87620162963867
Soda,Office Supplies,Wipro,1947044664,684.5829486846924
Root Beer,Personal Gadget,Wipro,1816909698,156.44162893295288
Juice,Home Appliances,Wipro,1022314816,891.137957572937
Toilet Paper,Office Supplies,Wipro,1115971111,932.3475956916809
Tooth Brush,Personal Gadget,Wipro,1595101208,871.867299079895
Mouthwash,Food,Wipro,1120874642,986.7053627967834
Toothpaste,Office Supplies,Wipro,1827255359,95.95322608947754
Soap,Personal Gadget,Wipro,1172802540,342.9269790649414
Shampoo,Food,Wipro,1736331396,757.2513222694397
Shower Gel,Office Supplies,Wipro,1433108017,500.9216070175171
Dish Soap,Office Supplies,Wipro,1638661781,968.6836004257202
Towels,Home Supplies,Wipro,1294879802,87.3066782951355
Cutlery,Food,Wipro,1568716669,712.2423648834229
Sanitizer,Home Appliances,Wipro,1934911016,175.82303285598755
Laundry Detergent,Personal Gadget,Wipro,1969511134,604.2596697807312
Fabric Softener,Personal Gadget,Wipro,1051608590,759.6716284751892
Dishwasher,Office Supplies,Wipro,1508245475,747.5919723510742
Refrigerator,Personal Gadget,Wipro,1692781677,821.9515681266785
TV,Personal Gadget,Wipro,1513365928,244.51297521591187
Sound System,Home Appliances,Wipro,1012859438,661.7352366447449
Microwave,Home Appliances,Wipro,1934480218,200.65701007843018
Oven,Office Supplies,Wipro,1781636127,838.625967502594
Electric Kettle,Home Appliances,Wipro,1216342266,703.6948204040527
Coffee Maker,Food,Wipro,1731476773,248.10791015625
Heater,Home Appliances,Wipro,1264349152,581.0604095458984
Humidifier,Office Supplies,Wipro,1128016694,336.9330167770386
Gaming Console,Home Supplies,Wipro,1114207904,77.6149034500122
